C3	C2	M2	M3	M4	M5	M6	M7	M8	M9	M10	M12	M14	M15	M16	M17	M18	M19	M20	M21	M23	M24	M25	M26	M27	M28	M29	M30	M31	M33	M35	M36	M37	M38	M39	M40	M41	M43	M44	M45	M46	M47	M48	P2	P3	P4	P5	P6	P7	P8	P9	P10	P12	P14	P15	P16	P17	P18	P19	P20	P21	P23	P24	P25	P26	P27	P28	P29	P30	P31	P33	P35	P36	P37	P38	P39	P40	P41	P43	P44	P45	P46	P47	P48																																																																																				
time	area																																																																																																																																																																						
NA	NA	NA	NA	20.45	1045727.105	NA	NA	NA	NA	NA	NA	22.63	6795781.177	NA	NA	NA	NA	36.03	1122109.448	NA	NA	36.18	4628335.06	NA	NA	NA	NA	23.22	2227153.681	NA	NA	NA	NA	19.2	15524922.15	NA	NA	37.57	8049787.982	20.06	17924806.93	18.79	9357564.974	NA	NA	NA	NA	NA	NA	NA	NA	18.97	104100797.2	NA	NA	18.56	21944977.6	19.66	9228842.201	NA	NA	23.82	2258525.949	30.8	22341436.67	NA	NA	36.86	8339041.304	28.01	4673848.903	NA	NA	NA	NA	NA	NA	21.11	79742837.51	21.22	10913623.31	NA	NA	19.2	1905385.547	NA	NA	NA	NA	NA	NA	NA	NA	21.62	5316419.013	NA	NA	NA	NA	NA	NA	NA	NA	20.52	4302427.938	NA	NA	NA	NA	18.89	50924361.12	NA	NA	NA	NA	19.67	5630860.092	NA	NA	21.29	4972650.661	20.06	31671110.49	19.72	21894012.89	NA	NA	NA	NA	36.11	6067262.412	NA	NA	19.2	4135827.786	37.54	10747360.24	19.66	2650211.481	18.48	72798711.36	NA	NA	NA	NA	30.82	7712706.522	22.49	6215029.892	21.71	22568484.27	NA	NA	NA	NA	NA	NA	NA	NA	20.49	41574127.82	20.9	22654638.65	NA	NA	20.05	1204280.146
NA	NA	NA	NA	20.62	8186459.929	NA	NA	NA	NA	NA	NA	23.32	3456305.112	NA	NA	NA	NA	36.08	5295769.69	NA	NA	36.28	2376445.681	NA	NA	NA	NA	23.31	4195171.256	NA	NA	NA	NA	19.31	8935699.628	NA	NA	38.55	6935160.341	20.15	1764395.56	18.89	44828451.42	NA	NA	NA	NA	NA	NA	NA	NA	19.14	1650330.712	NA	NA	18.65	9194104.864	19.72	36818307.87	NA	NA	23.9	5129906.96	31.43	135769561.7	NA	NA	37.02	4704992.584	30.52	1931021.226	NA	NA	NA	NA	NA	NA	21.25	8453485.19	21.3	117633337.3	NA	NA	19.31	4307730.503	NA	NA	NA	NA	NA	NA	NA	NA	21.7	1541702.794	NA	NA	NA	NA	NA	NA	NA	NA	20.57	1290087.757	NA	NA	NA	NA	18.97	153075610.5	NA	NA	NA	NA	19.73	20075943.55	NA	NA	21.49	21508513.18	20.15	2296103.403	19.78	13548466.67	NA	NA	NA	NA	36.2	2848678.327	NA	NA	19.31	4360855.521	38.49	9822418.384	19.72	10966231.67	18.55	122050331.2	NA	NA	NA	NA	31.43	58489308.61	22.56	2217114.542	21.81	8092168.231	NA	NA	NA	NA	NA	NA	NA	NA	20.62	66988061.06	20.97	8834042.243	NA	NA	20.36	4080014.992
NA	NA	NA	NA	20.72	4271834.326	NA	NA	NA	NA	NA	NA	23.69	4701812.675	NA	NA	NA	NA	36.17	3244272.483	NA	NA	36.88	8406620.894	NA	NA	NA	NA	24.11	4357685.702	NA	NA	NA	NA	19.42	702319868.8	NA	NA	NA	NA	20.18	1619225.733	18.97	98426780.83	NA	NA	NA	NA	NA	NA	NA	NA	19.19	4628376.501	NA	NA	18.73	1408677.747	19.78	25058966.89	NA	NA	24.11	124451640	33.66	8147229.434	NA	NA	37.56	13350133.22	30.79	17820666.72	NA	NA	NA	NA	NA	NA	21.31	125600351.7	21.41	24969649.31	NA	NA	19.44	269499417.1	NA	NA	NA	NA	NA	NA	NA	NA	22.49	5545519.071	NA	NA	NA	NA	NA	NA	NA	NA	20.64	3615820.147	NA	NA	NA	NA	19.12	2972589.212	NA	NA	NA	NA	19.78	13910675.36	NA	NA	21.58	3632584.221	20.18	4773954.041	19.85	3841442.959	NA	NA	NA	NA	37.58	11102425.3	NA	NA	19.44	238797765	NA	NA	19.78	6058482.694	18.64	19324618.71	NA	NA	NA	NA	33.61	1445440.616	23.31	4699932.272	22.1	8957816.601	NA	NA	NA	NA	NA	NA	NA	NA	20.72	16210025.91	21.1	72106937.54	NA	NA	20.44	1371474.476
NA	NA	NA	NA	20.82	2234918.059	NA	NA	NA	NA	NA	NA	24.11	2703322.466	NA	NA	NA	NA	36.85	2491664.244	NA	NA	36.99	1374496.409	NA	NA	NA	NA	24.43	1346499.82	NA	NA	NA	NA	19.65	13742274.6	NA	NA	NA	NA	20.25	3218525.106	19.21	11582027.66	NA	NA	NA	NA	NA	NA	NA	NA	19.31	6985620.284	NA	NA	18.8	2306055.917	19.97	5463205.829	NA	NA	24.27	7237782.901	35.83	113200146.3	NA	NA	38.5	12557884.23	31.43	189930838.9	NA	NA	NA	NA	NA	NA	21.41	21740967.05	21.5	17192078.42	NA	NA	19.72	49833591.48	NA	NA	NA	NA	NA	NA	NA	NA	22.55	2228300.954	NA	NA	NA	NA	NA	NA	NA	NA	20.72	4807732.727	NA	NA	NA	NA	19.2	15708598.92	NA	NA	NA	NA	19.86	2648847.663	NA	NA	21.62	6612252.521	20.25	5311694.005	19.97	3081328.534	NA	NA	NA	NA	38.52	8110423.017	NA	NA	19.53	59066245.79	NA	NA	19.86	1495189.819	18.7	7615381.205	NA	NA	NA	NA	33.65	3571611.351	24.11	4809543.067	22.38	7186596.452	NA	NA	NA	NA	NA	NA	NA	NA	20.81	4611728.255	21.21	17950089.46	NA	NA	20.48	4588572.427
NA	NA	NA	NA	20.91	11291781.06	NA	NA	NA	NA	NA	NA	24.43	1780230.626	NA	NA	NA	NA	36.91	2706147.897	NA	NA	37.06	3213005.377	NA	NA	NA	NA	24.87	2057268.461	NA	NA	NA	NA	19.72	39158501.42	NA	NA	NA	NA	20.46	1907773.08	19.31	6319386.737	NA	NA	NA	NA	NA	NA	NA	NA	19.44	461699577.9	NA	NA	18.91	3261323.67	20.05	8540911.771	NA	NA	24.33	15429524.91	36.1	8091770.667	NA	NA	NA	NA	33.64	7663983.374	NA	NA	NA	NA	NA	NA	21.52	5353066.033	21.63	65376720.24	NA	NA	19.77	14488126.89	NA	NA	NA	NA	NA	NA	NA	NA	23.32	4698639.427	NA	NA	NA	NA	NA	NA	NA	NA	20.79	2064539.421	NA	NA	NA	NA	19.31	10713851.46	NA	NA	NA	NA	19.98	2568144.142	NA	NA	22.48	5223655.332	20.37	12422183.14	20.06	4449281.886	NA	NA	NA	NA	NA	NA	NA	NA	19.62	14541429.7	NA	NA	20.35	5577132.216	18.79	13818520.35	NA	NA	NA	NA	35.82	68720953.06	24.43	966565.164	22.49	113073990.2	NA	NA	NA	NA	NA	NA	NA	NA	20.85	2174197.47	21.31	183373087	NA	NA	20.63	14753722.33
NA	NA	NA	NA	20.97	5387862.838	NA	NA	NA	NA	NA	NA	24.68	3838606.887	NA	NA	NA	NA	36.93	758949.389	NA	NA	37.11	1902205.485	NA	NA	NA	NA	25.67	3036951.7	NA	NA	NA	NA	19.77	25026189.07	NA	NA	NA	NA	20.52	7848304.655	19.44	407584698.3	NA	NA	NA	NA	NA	NA	NA	NA	19.53	105457744.2	NA	NA	18.98	5514693.99	20.24	2758577.126	NA	NA	24.43	21844464.27	36.17	3522213.075	NA	NA	NA	NA	35.81	93894583.46	NA	NA	NA	NA	NA	NA	21.58	16099726.79	21.71	24888030.82	NA	NA	19.86	5097379.327	NA	NA	NA	NA	NA	NA	NA	NA	24.11	4743806.097	NA	NA	NA	NA	NA	NA	NA	NA	20.85	3519272.405	NA	NA	NA	NA	19.44	772289181.5	NA	NA	NA	NA	20.07	3613095.792	NA	NA	22.55	1359883.318	20.45	4171115.569	20.24	1492896.552	NA	NA	NA	NA	NA	NA	NA	NA	19.72	395986919.1	NA	NA	20.52	3289936.124	18.89	50962046.35	NA	NA	NA	NA	36.08	424683.248	24.88	2229749	22.75	9118010.861	NA	NA	NA	NA	NA	NA	NA	NA	20.9	13002153.09	21.41	35655906.12	NA	NA	20.72	7575530.159
NA	NA	NA	NA	21.14	1992346.081	NA	NA	NA	NA	NA	NA	24.87	1663773.034	NA	NA	NA	NA	36.95	685319.858	NA	NA	37.57	17443976.85	NA	NA	NA	NA	31.42	24036191.03	NA	NA	NA	NA	19.86	5659272.317	NA	NA	NA	NA	20.57	2301424.707	19.66	9854465.662	NA	NA	NA	NA	NA	NA	NA	NA	19.62	22668897.58	NA	NA	19.06	1816395.356	20.33	1460210.807	NA	NA	24.6	8673462.771	36.23	2620571.978	NA	NA	NA	NA	36.86	2467357.758	NA	NA	NA	NA	NA	NA	21.63	25154669.4	21.79	1930172.095	NA	NA	19.98	2843874.129	NA	NA	NA	NA	NA	NA	NA	NA	24.43	10450428.4	NA	NA	NA	NA	NA	NA	NA	NA	21.14	7863103.395	NA	NA	NA	NA	19.66	15216457.53	NA	NA	NA	NA	20.26	2110566.856	NA	NA	22.62	13140443.79	20.52	14793146.17	20.37	1906062.365	NA	NA	NA	NA	NA	NA	NA	NA	19.97	8336413.506	NA	NA	20.57	1021370.91	18.97	142646808.6	NA	NA	NA	NA	36.11	1202440.659	25.67	1997396.617	22.84	7434678.05	NA	NA	NA	NA	NA	NA	NA	NA	20.97	34283482.87	21.51	28121928.02	NA	NA	20.81	2128089.412
NA	NA	NA	NA	21.21	4097141.198	NA	NA	NA	NA	NA	NA	25.68	4114115.215	NA	NA	NA	NA	37.01	2002965.983	NA	NA	38.52	14095764.26	NA	NA	NA	NA	35.83	41397144.09	NA	NA	NA	NA	19.97	5946112.554	NA	NA	NA	NA	20.64	6977416.526	19.72	37538724.04	NA	NA	NA	NA	NA	NA	NA	NA	19.72	600354376	NA	NA	19.22	4347595.758	20.37	1520735.681	NA	NA	24.68	7321716.447	36.9	7679971.843	NA	NA	NA	NA	36.93	6517776.683	NA	NA	NA	NA	NA	NA	21.72	7838286.454	21.84	4916573.284	NA	NA	20.25	2351299.283	NA	NA	NA	NA	NA	NA	NA	NA	24.87	1618792.951	NA	NA	NA	NA	NA	NA	NA	NA	21.3	8202087.523	NA	NA	NA	NA	19.72	54359019.42	NA	NA	NA	NA	20.38	2457928.781	NA	NA	23.31	4678818.32	20.58	4167167.266	20.51	7043313.372	NA	NA	NA	NA	NA	NA	NA	NA	20.03	10305985.18	NA	NA	20.63	5521642.49	19.13	2878406.033	NA	NA	NA	NA	36.13	1118173.593	26.79	13957036.02	22.97	8196222.568	NA	NA	NA	NA	NA	NA	NA	NA	21.12	676712549.5	21.62	96009476.47	NA	NA	20.9	9071072.962
NA	NA	NA	NA	21.29	10159066.63	NA	NA	NA	NA	NA	NA	26.79	18742661.91	NA	NA	NA	NA	37.05	2151763.57	NA	NA	NA	NA	NA	NA	NA	NA	37.55	3065560.671	NA	NA	NA	NA	20.06	8985363.93	NA	NA	NA	NA	20.72	5321276.962	19.78	19914748.41	NA	NA	NA	NA	NA	NA	NA	NA	19.86	22646074.31	NA	NA	19.41	65450295.23	20.51	17475547.87	NA	NA	24.88	59802589.33	37.01	1118323.258	NA	NA	NA	NA	37.56	7837769.915	NA	NA	NA	NA	NA	NA	22.49	28788057.63	21.91	2499179.948	NA	NA	20.36	2087332.17	NA	NA	NA	NA	NA	NA	NA	NA	25.67	1404021.381	NA	NA	NA	NA	NA	NA	NA	NA	21.58	3980360.681	NA	NA	NA	NA	19.77	34715764.25	NA	NA	NA	NA	20.52	5043849.041	NA	NA	23.68	6981358.693	20.63	43029565.27	20.57	2113695.492	NA	NA	NA	NA	NA	NA	NA	NA	20.14	2231563.693	NA	NA	20.72	5822329.234	19.2	19478236.5	NA	NA	NA	NA	36.15	3704463.528	30.81	3291353.051	23.05	8234906.188	NA	NA	NA	NA	NA	NA	NA	NA	21.32	672553069.2	21.7	36419263.11	NA	NA	20.96	4191124.251
NA	NA	NA	NA	21.35	6405509.35	NA	NA	NA	NA	NA	NA	30.51	1117682.821	NA	NA	NA	NA	37.54	11476548.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.13	1505342.017	NA	NA	NA	NA	20.82	8832337.518	19.85	3916962.529	NA	NA	NA	NA	NA	NA	NA	NA	19.98	8923972.979	NA	NA	19.63	3438978.558	20.56	4757028.454	NA	NA	25	1718725.74	37.07	3495166.055	NA	NA	NA	NA	38.52	8030780.491	NA	NA	NA	NA	NA	NA	22.74	3298234.054	22.17	44805165.32	NA	NA	20.62	11498058.36	NA	NA	NA	NA	NA	NA	NA	NA	26.79	20196718.39	NA	NA	NA	NA	NA	NA	NA	NA	21.63	6281133.646	NA	NA	NA	NA	19.86	8769535.642	NA	NA	NA	NA	20.57	2255458.756	NA	NA	24.11	5241971.705	20.73	21052203.92	20.62	10517407.65	NA	NA	NA	NA	NA	NA	NA	NA	20.24	2743161.697	NA	NA	20.8	4836487.457	19.31	10891976.33	NA	NA	NA	NA	37.58	8856190.367	31.41	16089549.44	23.32	65731451.82	NA	NA	NA	NA	NA	NA	NA	NA	21.41	158932111.7	21.83	9802905.372	NA	NA	21.09	14756060.04
NA	NA	NA	NA	21.41	7361946.105	NA	NA	NA	NA	NA	NA	30.53	1501789.696	NA	NA	NA	NA	38.49	10916896.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.24	4740496.41	NA	NA	NA	NA	20.91	15768896.96	19.97	5658546.818	NA	NA	NA	NA	NA	NA	NA	NA	20.05	8273243.932	NA	NA	19.66	4174878.44	20.62	15578432.65	NA	NA	25.05	3866675.606	37.56	16623908.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.98	8058545.25	22.27	3445996.133	NA	NA	20.72	9976161.537	NA	NA	NA	NA	NA	NA	NA	NA	30.52	5862666.29	NA	NA	NA	NA	NA	NA	NA	NA	21.71	1970532.211	NA	NA	NA	NA	19.97	7896686.049	NA	NA	NA	NA	20.64	5444886.441	NA	NA	24.43	6479917.362	20.82	18367779.75	20.71	9157396.07	NA	NA	NA	NA	NA	NA	NA	NA	20.35	4473068.708	NA	NA	21.13	4416132.129	19.44	595056395.4	NA	NA	NA	NA	38.51	6716124.947	33.6	3625735.809	23.4	11132402.2	NA	NA	NA	NA	NA	NA	NA	NA	21.57	50733330.95	21.91	3464722.821	NA	NA	21.21	5332299.947
NA	NA	NA	NA	21.49	4276948.719	NA	NA	NA	NA	NA	NA	31.42	23666266.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.36	16618235.09	NA	NA	NA	NA	20.97	6550824.682	20.05	9104436.94	NA	NA	NA	NA	NA	NA	NA	NA	20.15	2248188.513	NA	NA	19.73	15176792.98	20.72	10979504.51	NA	NA	25.36	3050573.946	38.51	13085875.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.32	22158322.6	22.43	55931020.07	NA	NA	20.8	1948961.156	NA	NA	NA	NA	NA	NA	NA	NA	31.42	23816743.39	NA	NA	NA	NA	NA	NA	NA	NA	22.49	6160056.474	NA	NA	NA	NA	20.05	10551541.42	NA	NA	NA	NA	20.73	8600290.71	NA	NA	24.68	3773456.417	20.91	25369058.46	20.81	9065550.943	NA	NA	NA	NA	NA	NA	NA	NA	20.45	2988216.454	NA	NA	21.29	6501687.673	19.66	20592771.87	NA	NA	NA	NA	NA	NA	35.79	46663127.5	23.76	2229090.618	NA	NA	NA	NA	NA	NA	NA	NA	21.62	68216643.64	22.1	11984796.3	NA	NA	21.3	31692051.25
NA	NA	NA	NA	21.62	20928273.36	NA	NA	NA	NA	NA	NA	35.81	41092592.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.51	32384461.33	NA	NA	NA	NA	21	1393277.149	20.26	10447683.31	NA	NA	NA	NA	NA	NA	NA	NA	20.25	3865540.154	NA	NA	19.78	7624642.418	20.81	16550187.77	NA	NA	25.45	4568529.093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.4	3028596.043	22.49	62029058.83	NA	NA	20.9	9377123.527	NA	NA	NA	NA	NA	NA	NA	NA	33.64	12884742.62	NA	NA	NA	NA	NA	NA	NA	NA	22.56	4733774.876	NA	NA	NA	NA	20.24	4358989.172	NA	NA	NA	NA	20.82	9729650.392	NA	NA	24.87	1829989.741	20.97	13321652.26	20.89	9852326.58	NA	NA	NA	NA	NA	NA	NA	NA	20.52	1519807.174	NA	NA	21.58	2828125.925	19.72	72081150.41	NA	NA	NA	NA	NA	NA	37.57	4078340.982	23.81	2551861.038	NA	NA	NA	NA	NA	NA	NA	NA	21.7	13775805.4	22.16	4822591.47	NA	NA	21.35	14034114.01
NA	NA	NA	NA	21.83	1915502.257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.62	30982656.93	NA	NA	NA	NA	21.13	3593883.993	20.36	6804560.192	NA	NA	NA	NA	NA	NA	NA	NA	20.36	6679691.399	NA	NA	19.87	1473020.06	20.9	18795956.36	NA	NA	25.67	56011581.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.12	22877798.21	22.62	8999829.51	NA	NA	20.96	3454769.581	NA	NA	NA	NA	NA	NA	NA	NA	35.83	156228196.4	NA	NA	NA	NA	NA	NA	NA	NA	23.32	7154106.63	NA	NA	NA	NA	20.36	16885287.89	NA	NA	NA	NA	20.9	11915355.9	NA	NA	25.67	4775076.489	21.11	11708078.47	20.96	5860087.535	NA	NA	NA	NA	NA	NA	NA	NA	20.62	22335401.74	NA	NA	21.62	8434980.098	19.78	40892568.31	NA	NA	NA	NA	NA	NA	38.49	4735926.499	23.9	3115672.29	NA	NA	NA	NA	NA	NA	NA	NA	21.83	5682668.496	22.25	2895984.099	NA	NA	21.4	12751149.03
NA	NA	NA	NA	22.48	5312869.341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.72	14394614.41	NA	NA	NA	NA	21.21	3895805.399	20.44	1891055.516	NA	NA	NA	NA	NA	NA	NA	NA	20.48	9723725.115	NA	NA	20.06	1967728.371	20.96	10425297.81	NA	NA	25.84	5048656.446	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.27	2388648.39	22.73	4825989.979	NA	NA	21.09	2599955.818	NA	NA	NA	NA	NA	NA	NA	NA	36.07	4516110.489	NA	NA	NA	NA	NA	NA	NA	NA	24.11	7181441.178	NA	NA	NA	NA	20.51	31487143.99	NA	NA	NA	NA	20.97	6870012.147	NA	NA	26.79	20029646.83	21.22	6591555.886	21.11	6744471.395	NA	NA	NA	NA	NA	NA	NA	NA	20.72	14083136.61	NA	NA	21.71	3131691.268	19.97	9066357.284	NA	NA	NA	NA	NA	NA	NA	NA	23.95	1956208.376	NA	NA	NA	NA	NA	NA	NA	NA	21.91	7743836.994	22.34	6379592.176	NA	NA	21.49	4434967.875
NA	NA	NA	NA	22.73	2143650.623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.81	17582412.67	NA	NA	NA	NA	21.29	26438580.28	20.51	11126666.27	NA	NA	NA	NA	NA	NA	NA	NA	20.62	40751396.71	NA	NA	20.18	1839006.922	21.11	10035590.91	NA	NA	25.94	18504135.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.44	20272984.42	22.77	10457819.23	NA	NA	21.14	1465161.318	NA	NA	NA	NA	NA	NA	NA	NA	36.11	10875660.61	NA	NA	NA	NA	NA	NA	NA	NA	24.43	5819428.65	NA	NA	NA	NA	20.56	4870705.155	NA	NA	NA	NA	21.12	4063854.691	NA	NA	30.51	3970927.143	21.3	73971988.17	21.21	1667434.168	NA	NA	NA	NA	NA	NA	NA	NA	20.81	3661487.191	NA	NA	22.49	9329697.383	20.06	10491544.4	NA	NA	NA	NA	NA	NA	NA	NA	24.11	76354072.59	NA	NA	NA	NA	NA	NA	NA	NA	22.14	6670791.86	22.49	98268080.73	NA	NA	21.57	2639913.399
NA	NA	NA	NA	22.76	3477862.847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.9	23218737.5	NA	NA	NA	NA	21.43	4943056.333	20.57	3295402.222	NA	NA	NA	NA	NA	NA	NA	NA	20.72	18849453.97	NA	NA	20.52	4379018.402	21.22	2737372.932	NA	NA	26.05	8261361.308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.88	11188614.2	22.88	3639434.829	NA	NA	21.21	2763673.099	NA	NA	NA	NA	NA	NA	NA	NA	36.87	6261411.386	NA	NA	NA	NA	NA	NA	NA	NA	24.88	3631803.947	NA	NA	NA	NA	20.62	36619608.63	NA	NA	NA	NA	21.3	15148902	NA	NA	31.41	9815034.58	21.43	12361194.36	21.29	18506078.47	NA	NA	NA	NA	NA	NA	NA	NA	20.86	2212375.514	NA	NA	22.57	765576.308	20.24	4983118.182	NA	NA	NA	NA	NA	NA	NA	NA	24.26	12330886.32	NA	NA	NA	NA	NA	NA	NA	NA	22.26	2390984.571	22.59	13063463.11	NA	NA	21.62	9794953.145
NA	NA	NA	NA	23.08	5088190.065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.95	13120537.29	NA	NA	NA	NA	21.51	25717099.86	20.62	18033761.8	NA	NA	NA	NA	NA	NA	NA	NA	20.81	3662897.574	NA	NA	20.57	1303010.353	21.29	30426097.97	NA	NA	26.15	4151023.154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.68	8445439.163	22.98	7880686.612	NA	NA	21.29	11226414.36	NA	NA	NA	NA	NA	NA	NA	NA	36.99	1322137.313	NA	NA	NA	NA	NA	NA	NA	NA	25.67	2613254.059	NA	NA	NA	NA	20.72	16692051.76	NA	NA	NA	NA	21.42	1528363.016	NA	NA	33.63	4451465.726	21.51	19435590.14	21.48	2648035.432	NA	NA	NA	NA	NA	NA	NA	NA	20.9	11712669.26	NA	NA	22.59	1591226.006	20.37	8277590.99	NA	NA	NA	NA	NA	NA	NA	NA	24.32	11365316.9	NA	NA	NA	NA	NA	NA	NA	NA	22.49	58615146.12	22.77	25243675.96	NA	NA	21.7	3589077.655
NA	NA	NA	NA	23.31	11323072.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.09	27716318.26	NA	NA	NA	NA	21.63	42847037.49	20.71	9023960.338	NA	NA	NA	NA	NA	NA	NA	NA	20.85	1658097.205	NA	NA	20.64	5190988.625	21.57	17322787.46	NA	NA	26.18	1960043.416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.6	5709760.648	23.08	9355880.011	NA	NA	21.35	8078070.356	NA	NA	NA	NA	NA	NA	NA	NA	37.06	5125186.216	NA	NA	NA	NA	NA	NA	NA	NA	26.79	21961737.23	NA	NA	NA	NA	20.81	18145507.1	NA	NA	NA	NA	21.53	2607934.175	NA	NA	35.82	56140632.26	21.63	76000942.69	21.52	1366333.88	NA	NA	NA	NA	NA	NA	NA	NA	20.96	5172678.205	NA	NA	23.31	9792538.506	20.44	2745084.219	NA	NA	NA	NA	NA	NA	NA	NA	24.43	23645903.22	NA	NA	NA	NA	NA	NA	NA	NA	22.61	14641857.34	22.88	4362505.968	NA	NA	22.48	11490719.94
NA	NA	NA	NA	24.1	2983498.374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.21	4598300.325	NA	NA	NA	NA	21.83	3525083.087	20.81	13429335.65	NA	NA	NA	NA	NA	NA	NA	NA	20.9	15953152.06	NA	NA	20.73	6656445.771	21.62	15798850.63	NA	NA	26.22	3296023.366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.78	4635340.879	23.25	84934084.72	NA	NA	21.4	6976810.975	NA	NA	NA	NA	NA	NA	NA	NA	37.56	14406265.74	NA	NA	NA	NA	NA	NA	NA	NA	30.52	5943906.854	NA	NA	NA	NA	20.9	24266619.32	NA	NA	NA	NA	21.58	6381013.686	NA	NA	36.02	1298084.355	21.71	23792529.05	21.62	17005987.32	NA	NA	NA	NA	NA	NA	NA	NA	21.14	3180391.955	NA	NA	24.11	7826135.349	20.51	19240952.44	NA	NA	NA	NA	NA	NA	NA	NA	24.56	2492880.464	NA	NA	NA	NA	NA	NA	NA	NA	22.77	38828422.14	22.98	14474942.38	NA	NA	22.55	3363215.987
NA	NA	NA	NA	24.43	84625223.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.3	185412002.8	NA	NA	NA	NA	21.91	1603239.213	20.89	17700751.95	NA	NA	NA	NA	NA	NA	NA	NA	20.96	7191850.04	NA	NA	20.79	5492139.524	21.7	6429003.834	NA	NA	26.35	7332713.646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.05	4821705.918	23.32	65494205.57	NA	NA	21.48	3010246.004	NA	NA	NA	NA	NA	NA	NA	NA	38.5	12759119.84	NA	NA	NA	NA	NA	NA	NA	NA	31.43	16663521.45	NA	NA	NA	NA	20.96	11949231.74	NA	NA	NA	NA	21.63	13214303.1	NA	NA	36.1	5642955.7	21.83	6377135.162	21.69	5237659.145	NA	NA	NA	NA	NA	NA	NA	NA	21.21	4509427.69	NA	NA	24.43	1153871.375	20.56	5360643.748	NA	NA	NA	NA	NA	NA	NA	NA	24.6	3286117.095	NA	NA	NA	NA	NA	NA	NA	NA	22.86	11588719.45	23.08	11922995.77	NA	NA	22.77	11492368.44
NA	NA	NA	NA	24.57	1281045.257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.52	13905509.36	NA	NA	NA	NA	22.49	12585941.46	20.96	6762472.771	NA	NA	NA	NA	NA	NA	NA	NA	21.09	22169767.8	NA	NA	21.13	4802232.373	21.82	1782453.396	NA	NA	26.51	3478544.952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30.53	14144183.43	23.44	32312011.36	NA	NA	21.57	1268423.672	NA	NA	NA	NA	NA	NA	NA	NA	38.62	1545934.875	NA	NA	NA	NA	NA	NA	NA	NA	33.63	8259508.631	NA	NA	NA	NA	21.09	24050202.18	NA	NA	NA	NA	21.71	3524294.246	NA	NA	37.58	7569100.882	21.91	3244403.381	22.48	10382209.37	NA	NA	NA	NA	NA	NA	NA	NA	21.29	10207951.05	NA	NA	24.87	4141135.058	20.62	36906948.43	NA	NA	NA	NA	NA	NA	NA	NA	24.67	6692051.809	NA	NA	NA	NA	NA	NA	NA	NA	22.98	16169584.12	23.25	6785985.445	NA	NA	22.99	3109035.299
